[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0]
[0, 13018, 0, 0, 0, 0]
[0, 13018, 0, 0, 0, 0]
[0, 13018, 0, 0, 0, 0]
[0, 13018, 0, 0, 0, 0]
[0, 13018, 0, 0, 0, 0]
[0, 13018, 0, 0, 0, 0]
[0, 13018, 0, 14680, 0, 0]
[0, 13018, 0, 14680, 0, 0]
[0, 13018, 0, 14680, 0, 0]
[0, 13018, 0, 14680, 0, 0]
[0, 13018, 0, 14680, 0, 0]
[0, 13018, 0, 14680, 0, 0]
[0, 13018, 0, 14680, 0, 0]
[0, 13018, 0, 14680, 0, 0]
[0, 13018, 0, 14680, 0, 16896]
[0, 13018, 0, 14680, 0, 16896]
[0, 13018, 0, 14680, 0, 16896]
[0, 13018, 0, 14680, 0, 16896]
[0, 13018, 0, 14680, 0, 16896]
[0, 13018, 0, 14680, 0, 16896]
[0, 13018, 0, 14680, 18558, 16896]
[0, 13018, 0, 14680, 18558, 16896]
[0, 13018, 0, 14680, 18558, 16896]
[0, 13018, 0, 14680, 18558, 16896]
[0, 13018, 19666, 14680, 18558, 16896]
[0, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 13018, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 14680, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 16896]
[20220, 26037, 19666, 29361, 18558, 33793]
[20220, 26037, 19666, 29361, 18558, 33793]
[20220, 26037, 19666, 29361, 18558, 33793]
[20220, 26037, 19666, 29361, 18558, 33793]
[20220, 26037, 19666, 29361, 18558, 33793]
[20220, 26037, 19666, 29361, 18558, 33793]
[20220, 26037, 19666, 29361, 18558, 33793]
[20220, 26037, 19666, 29361, 18558, 33793]
[20220, 26037, 19666, 29361, 18558, 33793]
[20220, 26037, 19666, 29361, 18558, 33793]
[20220, 26037, 19666, 29361, 18558, 33793]
[20220, 26037, 19666, 29361, 18558, 33793]
[20220, 26037, 19666, 29361, 37117, 33793]
[20220, 26037, 19666, 29361, 37117, 33793]
[20220, 26037, 19666, 29361, 37117, 33793]
[20220, 26037, 19666, 29361, 37117, 33793]
[20220, 26037, 19666, 29361, 37117, 33793]
[20220, 26037, 19666, 29361, 37117, 33793]
[20220, 26037, 19666, 29361, 37117, 33793]
[20220, 39056, 19666, 29361, 37117, 33793]
[20220, 39056, 39333, 29361, 37117, 33793]
[20220, 39056, 39333, 29361, 37117, 33793]
[20220, 39056, 39333, 29361, 37117, 33793]
[20220, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 29361, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
[40441, 39056, 39333, 44042, 37117, 33793]
